srcip,record_id,classification,severity,risk_score,connection_count,unique_dstip_count,unique_dsport_count,dst_src_relationship_count,state_ttl_count,attack_cat,label,reason
record-13084,13084,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13146,13146,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13150,13150,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13154,13154,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13159,13159,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13161,13161,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13217,13217,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13219,13219,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-13710,13710,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13715,13715,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13721,13721,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13728,13728,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13811,13811,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13816,13816,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13821,13821,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13827,13827,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-13977,13977,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14012,14012,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14033,14033,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14039,14039,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14045,14045,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14052,14052,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14470,14470,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14476,14476,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14483,14483,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14490,14490,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14495,14495,Suspicious,Medium,52,44,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14543,14543,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-14548,14548,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-14555,14555,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-14565,14565,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-14569,14569,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-14574,14574,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-14958,14958,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-14964,14964,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-15037,15037,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-15042,15042,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-15352,15352,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-15356,15356,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-15362,15362,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-15989,15989,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-15995,15995,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16065,16065,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16072,16072,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16078,16078,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16086,16086,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16121,16121,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-16125,16125,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16134,16134,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16141,16141,Suspicious,Medium,52,44,43,43,50,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 50 links
record-16389,16389,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-16396,16396,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-16401,16401,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-16409,16409,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
record-16415,16415,Suspicious,Medium,52,44,43,43,46,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 46 links
